menu_start_game_0|Viking Conquest'e hoş geldiniz.
menu_landing_point_encounter_as_marshal|Şu an mareşal sensin ve gemiden inmek üzeresiniz. {s1} {s2} ^^Şimdi karaya çıkmak istiyor musun yoksa bekleyecek misin?
mno_disembark_yeslp|Karaya Çık.
mno_disembark_nolp|Bekle.
menu_landet_ships_encounter_as_marshal|Şu an mareşal sensin ve gemiye binmek üzeresiniz. {s1} {s2} ^^Şimdi demir almak istiyor musun yoksa bekleyecek misin?
mno_reembark_yesls|Kalkış.
mno_reembark_nols|Bekle.
menu_recruit_volunteers_town|{s18}
menu_hunting|{s1} ile karşılaştın. Ne yapmak istiyorsun?
mno_hunt_go|Ava çık.
menu_slave_hideout|Bir sığınak ile karşılaştın. Ne yapmak istiyorsun?
mno_new_goal|Yeni bir hedef seç.
