qstr_Breaking_camp...|Yeni kamp...
qstr_Attack_the_bandits.|Haydutlara saldır.
qstr_Wait_here_for_some_t|Burada biraz bekle.
qstr_{reg5?Continue_colle|{reg5?vergi toplamaya devam et:Vergi topla}.
qstr_Train_the_peasants.|Köylülere talim ver.
qstr_Take_an_action.|Eyleme geç.
qstr_Leave...|Ayrıl...
qstr_You_need_to_obtain_p| Buradaki kişileri orduna katmak için köyün liderinden izin almalısın. 
qstr___Symbel_|(Ziyafet)
qstr_Join_the_competition|Yarışmalara katıl.
qstr_Stroll_through_town.|Şehre gezintiye git. 
qstr_Meet_the_mayor.|Belediye başkanıyla konuş.
qstr_Mead_hall__hire_men_|Hana git (adam kirala).
qstr_Visit_the_mead_hall.|Tavernayı ziyaret et.
qstr_Visit_the_training_g|Talim alanlarını ziyaret et.
qstr_Tour_the_grounds.|Araziyi gez.
qstr_Visit_your_farmstead|Çiftlik evini ziyaret et.
qstr_Attempt_to_visit_a_l|Bir leydiyi ziyaret etmeye çalış. 
qstr_Trade_with_locals.|Yerel tüccarlarla alışveriş yap.
qstr_Travel_to_another_Po|Başka bir limana seyehat et. 
qstr_Manage_this_{reg0?to|{reg0?Kasaba:Kale} 'yi yönet.
qstr_Move_your_court_here|Saray halkını buraya ilerlet.
qstr_Manage_the_garrison.|Garnizonu yönet.
qstr___{reg1}_peningas_pe| (gece başına {reg1} pening)
qstr___1_pening_per_night| (gece başına 1 pening)
qstr_Ask_for_potential_re|Sana katılmak isteyen askerler.
qstr_See_the_ships.|Gemileri gör.
qstr_Symbel_for_your_men.|Adamların için Ziyafet.
qstr_Sail_from_port.|Limandan ayrıl.
qstr_ranks|askerler
qstr_shield_wall|kalkan duvarı
qstr_wedge|kama
qstr_square|kare
qstr_up|yukarı
qstr_Division_{reg1}_{s2}|Division {reg1} {s2} forming {s1}.
qstr_Not_enough_troops_in|{s2}{.de} {s1}{.i} biçimlendirmek için yeterli birlik yok.
qstr_Division_{reg1}_{s2}_|Division {reg1} {s2} is an {s3} division and cannot form {s1}.
qstr_{s1}:_infantry_forma|{s1}: piyade biçimlendirmesi ayrıldı.
qstr_{s1}:_archer_formati|{s1}: okçu biçimlendirmesi ayrıldı.
qstr_{s1}:_skirmisher_for|{s1}: avcı biçimlendirmesi ayrıldı.
qstr_{s1}:_cavalry_format|{s1}: süvari biçimlendirmesi ayrıldı.
qstr_{s1}:_formation_disa|{s1}: biçimlendirme ayrıldı.
qstr_Cavalry_formation_di|Süvari biçimlendirmesi ayrıldı.
qstr_The_placement_of_{s1|{s1} yerleştirmesi {reg0} hududu hafızaya alındı.
qstr_The_placement_of_{s1}|{s1} yerleştirmesi {reg0} hududu varsayılan olarak ayarla. 
qstr_Your_party_s_tactica| Tarafının taktiksel yeteneği birliklerini ne kadar uzağa yerleştirebileceğini belirler!
qstr_...and_attack_enemy_|...ve düşmanın {s1} hududuna saldır!
qstr_{s2}:_returning_afte|{s2}: düşmanın {s1} hududunu yıkıp geri dönme. 
qstr_infantry|piyade
qstr_archer|okçu
qstr_cavalry|süvari
qstr_polearm|sırıklı silah
qstr_skirmisher|avcı
qstr_mounted_archer|atlı okçu
qstr_support|destek
qstr_bodyguard|koruma
qstr_undetermined_type_of|belirsiz tip
qstr_Lame|Topal
qstr_Swaybacked|Kambur
qstr_Timid|Çekingen
qstr_Meek|Sakin
qstr_Stubborn|İnatçı
qstr_Heavy|Ağır
qstr_Spirited|İyi huylu
qstr_Champion|Şampiyon
qstr_Cracked|Çatlak
qstr_Battered|Ezilmiş
qstr_Thick|Kalın
qstr_Reinforced|Güçlendirilmiş
qstr_Rusty|Paslı
qstr_Tattered|Bakımsız
qstr_Ragged|Yırtık
qstr_Crude|Ham
qstr_Sturdy|Sağlam
qstr_Hardened|Sertleştirilmiş
qstr_Lordly|Asil
qstr_Broken|Kırık
qstr_Bent|Bükük
qstr_Chipped|Yontulmuş
qstr_Strong|Güçlü
qstr_Balanced|Dengeli
qstr_Tempered|Tavlanmış
qstr_Masterwork|Şaheser
qstr_Large_Bag_of|Büyük çanta
qstr_Strength.|Güç.
qstr_Shield_skill.|Kalkan yeteneği.
qstr_Power_Throw_skill.|Güçlü fırlatma yeteneği.
qstr_Power_Draw_skill.|Güçlü çekme yeteneği.
qstr_Riding_skill.|Ata binme yeteneği.
qstr_{s2}_needs_{reg1}_mo|{s2} 'nin daha fazla {reg1} {s1}'a ihtiyacı var
qstr_You_need_five_tool_k|Sığınağını iyileştirmek için beş araç kitine ihtiyacın var!
qstr_You_need_five_timber|Sığınağını iyileştirmek için beş ağaç palete ihtiyacın var!
qstr_To_hire_workers_you_|İşçi kiralamak için onları listeden seçmelisin. Liste boşsa namını artırmalı ya da gelmeleri ve iş teklif etmeleri için sığınağını iyileştirmelisin. 
qstr_Name:_Marcus.|İsim: Marcus.
qstr_Occupation:_This_cap|Meslek: Bu kaptan zaten senin için çalışıyor.
qstr_Occupation:_Captain^|Meslek: Kaptan^Başlangıç maliyeti: 500^Haftalık Maliyet: 55^Notlar: sığınağını yönetmeye yardım eder ve ihtiyacın olan iyileştirmeleri yapar.
qstr_Name:_Father_Beda.|İsim:Beda Baba.
qstr_Occupation:_This_pri|Meslek: Bu rahip zaten senin için çalışıyor.
qstr_Occupation:_Priest^I|Meslek: Rahip^Başlangıç maliyeti: 250^Haftalık Maliyet: 30^Notlar: birliğinin içinde Hristiyan öğretilerini yayar.
qstr_Name:_Godi_Olafr.|İsim: Godi Olafr.
qstr_Occupation:_Godi^Ini|Meslek: Godi^Başlangıç maliyeti: 250 ^Haftalık Maliyet: 30^Notlar: birliğinin içinde pagan öğretilerini yayar.
qstr_Name:_Skald_Bragi.|İsim: Halk Ozanı Bragi.
qstr_Occupation:_This_bar|Meslek: Bu ozan zaten senin için çalışıyor.
qstr_Occupation:_Skald^In|Meslek: Halk Ozanı^Başlangıç maliyeti: 200^Haftalık Maliyet: 40^Notlar: salonlarını büyüleyici İskandinav müziği ile doldurur.
qstr_Name:_Bard_Siwi.|İsim: Ozan Siwi.
qstr_Occupation:_Bard^Ini|Meslek: Ozan^Başlangıç maliyeti: 200 ^Haftalık Maliyet: 40^Notlar: alonlarını büyüleyici İngiliz müziği ile doldurur.
qstr_Name:_Casius.|İsim: Casius.
qstr_Occupation:_This_man|Meslek: Bu adam zaten senin için çalışıyor.
qstr_Occupation:_Bottler^|Meslek: Şişeci^Başlangıç maliyeti: 100^Haftalık Maliyet: 10^Notlar: salonun için gerekli.
qstr_Name:_Suaibsech.|İsim: Suaibsech.
qstr_Occupation:_This_wom|Meslek: Bu kadın zaten sana hizmet ediyor.
qstr_Occupation:_Happy_Wi|Meslek: Mutlu Dul^Başlangıç maliyetit: 300^Haftalık Maliyet: 25^Notlar: Adamlarını mutlu etmenin en iyi yolu.
qstr_Name:_Tancoystl.|İsim: Tancoystl.
qstr_Name:_Gulla.|İsim: Gulla.
qstr_Occupation:_Happy_Wid|Meslek: Mutlu Dul^Başlangıç maliyeti: 150^Haftalık Maliyet: 15^Notlar: Adamlarını mutlu etmenin en iyi yolu.
qstr_Name:_Eadgyd.|İsim: Eadgyd.
qstr_Name:_Harald.|İsim: Harald.
qstr_Occupation:_This_tra|Meslek: Bu talimci zaten senin için çalışıyor.
qstr_Occupation:_Trainer^|Occupation: Trainer^Initial Cost: 450^Weekly cost: 45^Notes: trains your troops.
qstr_Name:_Ulfberht.|İsim: Ulfberht.
qstr_Occupation:_This_smi|Meslek: Bu demirci zaten senin için çalışıyor.
qstr_Occupation:_Smith^In|Meslek: Demirci^Başlangıç maliyeti: 400^Haftalık Maliyet: 40^Notlar: sığınağın için yeni silahlar yapar.
qstr_Name:_The_Hungry_Ham|İsim: Aç Çekiç.
qstr_Occupation:_This_arm|Meslek: Bu zırh ustası zaten senin için çalışıyor.
qstr_Occupation:_Armorer^|Meslek: Zırh ustası^Başlangıç maliyeti: 400^Haftalık Maliyet: 40^Notlar: Lakabı demir için olan doyumsuz iştahından gelir, her çeşit eşyayı üretebilir.
qstr_Name:_Aurelius.|İsim: Aurelius.
qstr_Occupation:_This_phy|Meslek: Bu doktor zaten senin için çalışıyor
qstr_Occupation:_Physicia|Meslek: Doktor^Başlangıç maliyeti: 250^Haftalık Maliyet: 15^Notlar: hafif yaraları tedavi eder.
qstr_Name:_Morgan.|İsim: Morgan.
qstr_Name:_Alexander.|İsim: Alexander.
qstr_Occupation:_Physician|Meslek: Doktor^Başlangıç maliyeti: 350^Haftalık Maliyet: 30^Notlar: hafif ve ağır yaraları tedavi etmede yüksek eğitimlidir.
qstr_Name:_Aillil.|İsim: Aillil.
qstr_Occupation:_Physician^|Meslek: Doktor^Başlangıç maliyeti: 250^Haftalık Maliyet: 30^Notlar: hafif yaraları tedavi eder..
qstr_Name:_Wamba.|İsim: Wamba.
qstr_Occupation:_This_coo|Meslek: Bu aşçı zaten senin için çalışıyor.
qstr_Occupation:_Cook^Ini|Meslek: Aşçı^Başlangıç maliyeti: 350^Haftalık Maliyet: 30^Notlar: sana ve adamlarına ziyafet hazırlar.
qstr_The_{s1}_and_the_{s2}|{s1} ve {s2} birbirleri ile müttefik oluşturdular.
qstr_The_{s15}_complies_wi|{s16}'ya saldırarak {s15} yeni müttefiği ile anlşatı.
qstr_Player_bonus_for_dec|Decap için oyuncu bonusu: {reg1}
qstr_Ruthless|Zalim
qstr_Vile|Alçak
qstr_Notorious|Adı çıkmış
qstr_Unkind|Nezaketsiz
qstr_Unknown|Bilinmeyen
qstr_Kind|Kibar
qstr_Admirable|Çok güzel
qstr_Heroic|Kahramanlık
qstr_Inventory|Envanter
qstr_Show_stats|İstatistikleri göster
qstr_Show_item_details__|Eşya ayrıntılarını göster  
qstr_Troop_detail|Birlik detayı
qstr_{s1}^|{s1}^
qstr_{s1}Level:_{reg1}^|{s1}Seviye: {reg1}^
qstr_{s1}Hit_Points:_{reg|{s1}İsabet Puanları: {reg1}
qstr_{s1}Atributes:_^___S|{s1}Öznitelik: ^   Strength:^
qstr_{s2}^{reg1}^|{s2}^{reg1}^
qstr_{s1}___Agility:|{s1}   Çeviklik:
qstr_{s2}{reg1}|{s2}{reg1}
qstr_{s1}Main_skills:_^|{s1}Ana Beceriler: ^
qstr_{s1}___Power_Strike:|{s1}   Güç Vuruşu:^
qstr_{s2}{reg1}^|{s2}{reg1}^
qstr_{s1}___Athletics:^|{s1}   Atletizm:^
qstr_{s1}___Riding:^|{s1}   Binicilik:^
qstr_{s2}_^|{s2}-^
qstr_{s1}___Power_Throw:^|{s1}   Fırlatma Gücü:^
qstr_{s1}___Power_Draw:^^|{s1}   Çekme Gücü:^^
qstr_{s2}{reg1}^^|{s2}{reg1}^^
qstr_{s2}_^^|{s2}-^^
qstr_{s1}Weapons:^|{s1}Silahlar:^
qstr_{s1}___One_Handed:^|{s1}   Tek Elli:^
qstr_{s1}___Two_Handed:^|{s1}   Çift Elli:^
qstr_{s1}___Polearms:^|{s1}   Sırıklar:^
qstr_{s1}___Archery:^|{s1}   Okçuluk:^
qstr_{s1}___Crossbow:^|{s1}   Arbalet:^
qstr_{s1}___Throwing:^|{s1}   Fırlatılanlar:^
qstr_{s1}___Slings:|{s1}   Sapan:
qstr_{s2}_|{s2}-
qstr__Click_on_the_troop_|(Orduyu döndürmek için tıklayın)^^Görmek için zırh parçalarına ^(kask, zırh, eldiven ve çizme)^ tıklayın.
qstr_Landing_near_{s2}|{s2} yakınlarındaki iskele
qstr_{s0}^>_{s1}__{s2}__{|{s0}^> {s1}, '{s2}', {s3}, {s4}
qstr_You_have_lost_the_tr|Bütün tüccarları onlarsız karaya çıktığın için kaybettin.
qstr_You_have_lost_the_tra|Bütün tüccarları onlarsız demir aldığın için kaybettin.
qstr_vWaveInfo|vWaveInfo
qstr_vWaveOrigin|vWaveOrigin
qstr_vTimer|vTimer
qstr_SHIP_{reg8}_ERROR:_g|GEMİ {reg8} HATA: gtbws aynı değil!
qstr_You_are_an_elder._Yo|Sen yaşlı birisin. Hayat tecrübelerin saymakla bitmez. Belki eskisi kadar güçlü ve çevik olmayabilirsin ancak kesinlikle bir bilgesin. 
qstr_You_are_an_adult._Yo|Sen bir yetişkinsin. Tecrübenin sağlıkla buluştuğu bir yaştasın. 
qstr_You_are_a_youth._You|Sen bir gençsin. Enerji dolusun ve etrafındaki dünyayı değiştirmeye isteklisin.
qstr_According_to_Galen_s|Galen'in eski mizaçlarına göre senin kişiliğin:
qstr_Phlegmatic._Its_elem|Soğukkanlı. Elementi su ve Hipokrat salgısı balgam. Sakin, merhametli, güvenilir, utangaç, itaatli ve tutarlı kişilerle bağdaştırılır. Bu kişiler ayrıca değişime kapalı, mesafeli, dingin ve içine kapanık olurlar. 
qstr_Melancholic._Its_ele|Melankolik. Elementi topraktır ve Hipokrat salgısı kara safradır. İçe dönük, hassas, sezgili, yaratıcı mükemmelliyetçi, sabırlı, ilgili ve anlayışlı kişilerle bağdaştırılır. Bu kişiler ayrıca sakar, saplantılı, depresif ve memnuniyetsizdir. 
qstr_Choleric._Its_elemen|Asabi. Elementi ateştir ve Hipokrat salgısı sarı safradır. İkna edici, benmerkezci, dışadönük, bağımsız, karizmatik ve hırslı kişilerle bağdaştırılır. Bu kişiler ayrıca ısrarcı, emirci, asabi, acımasız ve alıngandır.
qstr_Sanguine._Its_elemen|Neşeli. Elementi havadır ve Hipokrat salgısı kandır. İyimser, yartıcı, artistik, neşeli, sosyal, mantıklı ve keyif düşkünü kişilerle bağdaştırılır. Bu kişiler ayrıca unutkan, düşüncesiz ve tahmin edilemez kişilerdir.
qstr_{s1}^^{s2}_{s3}|{s1}^^{s2} {s3}
qstr_According_the_four_c|Klasik antik yazılarında dikkat çeken dört ana erdeme göre, genellikle sergilediklerin:
qstr_Wisdom._Also_called_|Bilgelik. İthiyat da denildiği gibi, herhangi bir durumda en uygun cevabı verebilmek için davranışları mantığa uygun yönlendirir. Bilgelik kişinin davranışlarının olası sonuçlarını önceden kestirme yeteneği verir.
qstr_Fortitude._Also_call|Dayanıklılık. Aynı zamanda cesaret de denir, zorluklar karşısında sağlamlık ve hedeflere ulaşmada süreklilik sağlar. Sonuçları ne olursa olsun karar verirken ahlaki değerlere bağlı kalma gücüdür. 
qstr_Temperance._Also_cal|Ölçülülük. Aynı zamanda irade gücü de denir, bedeni kontrol edilebilir yapmak için zevkin çekiciliğine karşı koyar. Ölçülülük, arzu ve tutkulara karşı kontrol ve dizginlemeyi temsil eder.
qstr_Justice._It_symboliz|Doğruluk. Kanunlara saygıyı temsil eder ve iyiyi ödüllendirmeyi, kçtüyü cezalandırmayı destekler.
qstr_{s1}^^{s2}._{s3}|{s1}^^{s2}. {s3}
qstr_You_are_a_foreigner.|Sen bir yabancısın.
qstr_You_come_from_far_aw|Çok uzaktan geliyor, onlarca küçük krallık barındıran kuzey Avrupa hakkında bilgi edinmek istiyorsun.
qstr_You_are_Scoto_Pict|Sen bir Scoto-Pikt'sin,
qstr_a_descendant_of_an_a|Kuzey Britanya'da alanları istila etmiş eski bir halkın soyundansın ya da ba Goidelic istilacılarındansın. 
qstr_You_are_Briton|Britanyalısın,
qstr_a_member_of_the_Celt|Roma istilasından önce Britanya'da yaşayan Keltlerin bir üyesi 
qstr_You_are_Goidel|Goidel'sin,
qstr_a_member_of_Celtic_p|Romalıların Hibernia dedikleri Eiru adasında yaşayan Keltlerdensin.
qstr_You_are_Frisian.|Frisyalısın.
qstr_You_come_from_the_di|Avrupa kıtasının kuzey ucundaki Frisya'nın kanal ülkelerinden geliyorsun.
qstr_You_are_a_Norseman|Norveçli'sin,
qstr_a_member_of_the_paga|Avrupa kıyılarına baskın yapan Scandia pagan halkındansın.
qstr_You_are_Anglo_Saxon|Anglo-Sakson'sun,
qstr_a_descendant_of_a_Ge|Eski çağlarda Elbe dağı yakınlarında Sleswick'te yaşayan German insanlarının soyundansın. Senin insanların Britanya'yı dört yüz yıldır yönetmektedir. 
qstr_an_impoverished_nobl|fakirleşmiş bir soylusun
qstr_You_came_into_this_w|Küçülen bir aileye {reg59?daughter:son} olarak doğdun. Sonrasında topraklar gitti ve tek sahip olduğun yaşadığın ev. Ancak yine de ailen senin iyi bir eğitim alarak kraliyet için çalışabilecek biri olarak yetiştirdi. 
qstr_a_travelling_merchan|gezgin bir tüccarsın
qstr_You_were_always_movi|Kar yapmak uğruna sürekli bir yerlere gidiyorsun. Ailenin bir çok kişiden daha zengin olmasına ve sana verebilecekleri en iyi eğitimi vermelerine rağmen yollarda yeni arkadaşlar edinebiliyorsun. Ve yeni bir arkadaş edindiğinde onlara bir şeyler satmak seni mutlu ediyor.
qstr_a_craftsman|bir zanaatkarsın
qstr_Your_father_s_abilit|Babanın güzel ve faydalı aletler yapması toplumun tarafından her zaman değer gördü. Rahat ve lükse alışkın olarak büyüdün --- ve bir çekici bir balyozdan ayırabilirsin.
qstr_a_priest|bir rahipsin
qstr_You_were_placed_in_t|Çocukken bir manastırda yetiştirildin. Abilerin gerçek ailen değildi ancak ilgi ve samimiyet gösterdiler. Uzun yorucu bir günün sonunda masanda her zaman yemek olduğunu düşünürsek hayatın bir çok kişiden kolay geçti.
qstr_a_peasant|bir köylüsün
qstr_You_were_born_into_a|Yakınlardaki bir lord tarafından yönetilen küçük bir toplulukta dünyaya geldin. Oyun için çok az vaktin olsa da çocukluğun yeterince mutluydu. Yürümeyi öğrendiğin zamanlardan beri donmuş parmaklarınla lahana toplamaya gönderildin. 
qstr_an_outlaw|bir haydutsun
qstr_Your_education_was_r|Eğitimin gayet gayri resmi. Cüzdan çalmayı öğrenenip faydalı bir hale gelene kadar terkedilmiş kulübelerde ya da yol kenarında yaşayıp dilencilik yaptın. Bazıları çocukluğunun ziyan olduğunu söylese de şehirlerin en karanlık ücra köşelerini kimse senin kadar iyi bilemez. 
qstr_{s1}^^You_were_born_|{s1}^^Yıllar önce {s2}{.de} doğdun. {s3}
qstr_Your_family_baptised|Ailen seni Roma Hristiyanlığına vafriz etti,
qstr_and_you_were_fascina|ve sen köyüne gelen rahiplerin anlattığı hikayelerle büyülendin. Bu günlerden beri bu dine kendini adadın. Hristiyanlık Kutsal kitaba, Hz. İsa'nın hayatının beyanlarına ve Havarilerinin öğretilerine dayalıdır. 
qstr_Your_family_believed|Ailen İskandinav tanrılara inanırdı.
qstr_You_soaked_up_all_of|Ateşin başında toplanılan gecelerde anlatılan tüm hikayeleri yalayıp yuttun. Eski yöntemlerin sadık bir inanırısın. İbadetin tüm tanrılara :baş tanrı Odin; gök yüzü ve yıldırımların tanrısı Thor; aşk tanrısı Freya ve dünyanın benzersiz işlerindeki diğer tanrılar.
qstr_a_page_at_a_nobleman|Soylu birinin köşkünde uşak
qstr_You_were_chosen_to_b|Krallığın en varlıklı soylularından birine eşlik etmek için seçildin, bu yüzden köşkte bir yerin var. Evin daha yaşlılarına hizmet ederken ilk görevin alçakgönüllülük. İyi tarafı hemen her türlü eğlencenin olması: satranç, dedikodu, büyük aşk ve olayların şiirlerini okuyan ozan ziyaretleri. Bir dünya yarışma ve kargaşadan yoruldun. Odunları kılıç gibi kullanarak diğer çocuklarla kaba oyunlar oynadın ve bu oyunlar günedik yaşantın için sana paha biçilmez dersler verdi. 
qstr_a_craftsman_s_appren|Bir zanaatkar çırağı 
qstr_Your_parents_sent_yo|Ailen seni bir iş öğrenmen için yolladı. Ustanın yanında yıllarca çok çalıştıktan sonra, seni usta yaptı ve sonunda istediğin süre kalabileceğin ödenekli bir çalışan oldun. El aletleri ve zanaatla usta oldun.
qstr_a_shop_assistant|Dükkan kalfası
qstr_In_the_employ_of_a_s|Bir esnafın yanında insanların ilgisini çekmeyi ve onları sözlerinle etkilemeyi öğrendin. Ticaret için karavanlarla bir yerden diğerine giderken, çok farklı gelenekleri ve nasıl davranman gerektiğini öğrendin.
qstr_a_street_urchin|sokak çocuğu
qstr_You_ended_up_in_the_|Sokaklarda, hayatta kalman için ne gerekiyorsa onu yaptın. Ekmek parası için dilencilik ve hırsızlık ve diğer zalim işlerde hep seni yakalamaya çalışan insanlar ve yasalardan kaçtın. 
qstr_a_farmer_child|bir çiftçi çocuğu
qstr_You_put_your_strong_|Çiftlik işlerine yardım etmek için tüm gücünü verdin. Toprakla ilgili işleri öğrendin. Bazı yıllar iyi hasatlar alırken bazı yıllar da aç mide ile gezdin. Her koşulda soğukkanlı olmayı öğrendin. 
qstr_{s1}^^You_spent_your|{s1}^^Gençliğini bir {s2} olarak geçirdin. {s3}
qstr_Formerly_being_a_sla|Eskiden bir köleydin,
qstr_your_adult_life_was_|Yetişkinlik dönemin ızdırap doluydu. Sahiplerin için tüm zor işleri yapmaya zorlandın, duygusuz, hızlı ve güçlü yetiştin. Bazen sahiplerin seni aç bıraktı ve doymak için doğada avlandın. Dünyan küçük ve monotondu, günlerin hep aynı gibiydi. Bitmek tükenmek bilmeyen iş günlerinde yağmur ve güneş bedenini cezalandırıyordu. Şafaktan gün batımına her daim sırt ağrınla tek ödülün bazı arkadaşlarının şanssızlığından farklı olarak bir sonraki günü görebilmekti. Çok nadiren de olsa, boş zamanın olduğunda, sapanla taş atma egzersizleri yaptın. Kurutulmuş bir su kabağını birkaç adım öteden vurabilir ve tatmin edici bir ses ile patlatabilirsin. 
qstr_Formerly_you_were_a_|Eskiden bir rahiptin.
qstr_When_you_were_not_wo|Manasttırda eğitim görürken ya da çalışırken, Tanri'nın sözleriini yaymak için gezdin. Seni dinleyenler vaazlarından çok etkilendi. Seyyah yılların boyunca yoksulluk yeminini tutsan da köylüler tanrının {reg59?woman:man}'ı yücelten biri karşısında cömert olduğundan, hiçbir zaman yemeksiz, susuz ve barınaksız kalmadın. Ara sıra köylüler manastıra gelip senin yaptığın nadide ürünleri de satın aldılar. ^^Bir diğer yeteneğin de şifacılık. Yeteneğin bir çok kırık kemiği iyileştirdi ve bir çok ruhu bedende tutmayı başardın. Kalın krallık duvarları dışında inancın sayesinde güvende hissettin. Seni rahatlatan ilahi kişilerin sembolu bir değnek ya da asa dışında bir silahın da olmadı. 
qstr_Formerly_you_were_a_t|Eskiden bir gezgindin. 
qstr_Responding_to_the_ca|Yolların çağrısına cevap vererek bir köyden diğerine, bulabildiğin ne varsa ticaretini yaparak dolaştın. Bu çok zengin bir yaşam değildi ama en elde kalmışlardan bile iyi kar etmenin ustası oldun. Yakında kendi ticaret krallığını kurabilirsin. 
